,Quantity,Sales,Discount,Profit
0,70,3988.8349129014377,0.0,-943.7511923143861
1,15,1544.3078346295717,0.2,-979.5923907120072
2,2,1299.625686097576,0.0,-702.2883840930792
3,4,191.2091811298638,0.2,1965.9698000345181
4,40,3371.089530561959,0.5,-360.3787118733428
5,10,3472.6846609147346,0.7000000000000001,1039.6959577762357
6,3,915.3747934856684,0.0,644.6334272557131
7,3,3399.0504246803384,0.7000000000000001,-446.04136766064835
8,14,2936.7593968517876,0.0,360.5181720561711
9,23,4218.031197538322,0.7000000000000001,-1458.9700394924735
10,4,1586.4508827295736,0.1,-58.19264230353974
11,36,3270.978217050947,0.4,1329.0666969709907
12,11,2067.5694293221904,0.0,1094.8179736431455
13,8,2471.5313865798953,0.0,-951.573620238086
14,20,2470.8010532672156,0.30000000000000004,-672.2190800997078
15,74,264.3148530470993,0.2,-1103.5969535286645
16,5,2284.192679964753,0.30000000000000004,1038.3114224018057
17,3,383.93716237533715,0.0,706.2834235638918
18,19,2303.018822955768,0.0,-1253.9441846014763
19,12,2244.234365928743,0.2,607.0348181939887
20,47,2009.7065452724614,0.0,-1285.9847147565606
21,16,2597.9322441299305,0.0,-1551.0881465345838
22,15,2972.4775063522247,0.30000000000000004,-1519.7235730359005
23,1,3018.866651903921,0.2,-871.2278875892755
24,5,605.859289586138,0.6000000000000001,-1277.6749278930588
25,43,4220.005845927774,0.0,1572.5183680859866
26,7,4095.187157221335,0.5,1193.7677936639795
27,3,2551.3617080426834,0.4,1794.6703448648402
28,20,756.819868494904,0.0,-1579.7382204894495
29,17,1896.9717956056438,0.7000000000000001,548.0296485607862
30,7,413.89904046324534,0.7000000000000001,-1731.112326705083
31,33,1772.8816240639767,0.2,1390.2519680890925
32,22,3227.43910149766,0.2,87.33480176156286
33,18,2110.5281861181343,0.0,-798.5370456941741
34,22,3517.2529400457433,0.0,245.95592736753792
35,29,822.2068403234888,0.2,204.80497379280337
36,11,4093.48720049168,0.4,-979.9401431413286
37,32,3624.8345739338224,0.30000000000000004,-1306.5548945737069
38,21,3984.099634796581,0.30000000000000004,1689.4729194536692
39,29,1762.3912923298326,0.2,-1717.6899912363217
40,4,2153.7659919709263,0.2,1284.1681116269372
41,3,2748.280448590393,0.30000000000000004,611.0221722536337
42,3,1223.8555150565924,0.0,884.6038267113465
43,12,3123.8131967618738,0.0,-1810.317029022951
44,6,2491.5092720316807,0.0,-1467.2945960590187
45,22,3665.8837926485658,0.7000000000000001,-1015.5594664160334
46,31,2310.685495482758,0.2,1208.5379869042247
47,14,1423.6242433817044,0.0,-871.0347470456855
48,4,4210.033397131621,0.0,1928.3538360188256
49,22,1679.6699792487227,0.30000000000000004,-1753.708775784978
50,14,1275.095674751001,0.30000000000000004,996.1364891559085
51,29,1036.5986412487327,0.6000000000000001,145.74318312987907
52,3,2321.935506818413,0.2,-1103.329781888558
53,4,1072.2015528304187,0.2,-1136.4121748457312
54,46,846.0511474453773,0.30000000000000004,559.0664353079258
55,15,1298.6360041260502,0.2,-784.6819695223112
56,15,1972.3010785751808,0.0,675.3070496813186
57,16,2214.226519269366,0.30000000000000004,68.31692984917959
58,80,2622.4663260227976,0.0,178.68238720950762
59,32,376.915544011239,0.8,1108.7946998711116
60,29,544.5152323898011,0.0,1346.4622650455656
61,76,3210.053082015066,0.0,-109.23386859711786
62,34,1298.7441501403644,0.4,-1007.6687383579573
63,23,221.3217515388102,0.2,319.9013692136398
64,21,1580.921468660832,0.5,-1497.56814586361
65,11,763.3784608418734,0.5,-343.3725425558457
66,14,3786.818932218153,0.2,-1167.3904036544268
67,26,3448.260796423985,0.8,522.2017373149595
68,39,1943.386590468634,0.6000000000000001,1797.735298342702
69,13,3177.8308184021403,0.0,1819.1374423986433
70,8,1056.8263213042337,0.2,1758.655526292733
71,3,3751.7758314300872,0.2,-743.821287164365
72,15,1375.5751498945194,0.2,-294.916490955678
73,40,2210.7203393933664,0.5,1590.7298470593994
74,6,1191.0605479833528,0.2,1712.0634448219719
75,20,4197.65351432817,0.6000000000000001,-1031.5915639923214
76,47,557.351466969046,0.2,-115.90198653435482
77,55,849.8714617529323,0.0,-781.0110562359757
78,24,2984.8945726146358,0.7000000000000001,829.8531281103526
79,3,1777.0186769086322,0.0,-295.8819114121716
80,35,3014.475594051931,0.0,-1850.2497162904901
81,15,136.6439843044601,0.2,1332.416289916113
82,15,443.0763726319259,0.0,-406.3659288965014
83,17,1544.1916378404092,0.5,25.411615939195826
84,17,2618.905624904882,0.7000000000000001,-562.9696793512799
85,1,2348.7218129570615,0.5,784.1230560029969
86,26,2165.99763220171,0.30000000000000004,456.41698820147826
87,26,2377.3199664616827,0.2,-524.8140081596521
88,28,2546.483522764862,0.30000000000000004,754.283056290423
89,13,1096.9329926985752,0.0,-1333.0219752253602
90,24,1424.2246856435206,0.2,-618.2696109891604
91,13,47.77588598310028,0.2,1655.8319459731918
92,17,4022.792929742463,0.5,1796.13193506429
93,7,3427.119372374003,0.0,1705.1240656775
94,26,2973.1613875369208,0.2,1375.6906071241604
95,10,718.9161704367532,0.5,-1029.2582794997456
96,47,882.8565273479712,0.30000000000000004,-788.1902815455921
97,38,400.5924160225916,0.2,-48.94948211089968
98,12,84.6987818439708,0.5,1926.9594238645711
