,Quantity,Sales,Discount,Profit
0,31,2777.7881494138974,0.6000000000000001,1517.37720676618
1,10,105.93309363547566,0.0,737.7472012347628
2,18,3235.3138125030355,0.2,-1374.5446783640887
3,9,2831.8991429127827,0.1,1952.689219382619
4,34,2917.449164939397,0.1,-454.5274678608414
5,13,4248.578993890298,0.0,78.10523503621039
6,5,3123.0464376577074,0.0,-1249.903393089071
7,7,4204.672407939071,0.2,299.68245718269077
8,2,2175.8710523574105,0.2,1426.9959758779912
9,8,4088.339945509142,0.7000000000000001,1267.6988727560672
10,3,1210.762941090419,0.6000000000000001,1973.2813891844764
11,14,1161.3617144856562,0.0,-1408.3461245816716
12,2,3715.469862869831,0.1,1814.4928246447691
13,17,1136.1827408677111,0.30000000000000004,-869.58549496155
14,38,2354.34818125182,0.30000000000000004,-1421.8831420520924
15,15,2942.9849650477645,0.6000000000000001,49.683225976452604
16,35,4151.18270574528,0.6000000000000001,-62.52370859143002
17,17,731.0423363994975,0.2,707.7094870402213
18,9,3942.2377439807274,0.0,1279.7851872247227
19,14,3557.07470125136,0.4,1976.0595254155762
20,10,2354.008263834301,0.0,-1168.9501288353688
21,17,898.6067690411982,0.30000000000000004,1517.7289485845001
22,23,2336.880306960892,0.1,608.6553865310677
23,4,2220.3401204716047,0.30000000000000004,893.8378735234048
24,41,423.4175166950769,0.0,-921.3449408886195
25,12,1198.081481749746,0.4,-1007.9236297560719
26,47,675.3259208165942,0.2,-603.3314373723435
27,29,920.278466773006,0.2,-628.7095327635238
28,12,4238.932744125694,0.2,-1589.9067742078437
29,16,2363.8113341441167,0.5,1437.7997295717162
30,3,1180.0146351108212,0.5,753.2667879911753
31,6,3597.5781019264787,0.0,381.527581087116
32,26,713.2287383635213,0.30000000000000004,-1524.0006097759333
33,10,1092.5689753276497,0.4,1053.5850281636547
34,24,2677.9534541814037,0.2,-501.2124284869458
35,64,3893.406268045003,0.1,207.05788238149785
36,43,328.3225398536473,0.2,987.6872930306201
37,23,3651.61527989397,0.4,-1433.4493556532477
38,24,1269.5749374459422,0.0,107.89343860902159
39,22,3129.3826555554842,0.2,594.2829976203509
40,55,1410.46032785602,0.7000000000000001,535.5132617932643
41,4,2527.581400404528,0.0,787.305289263956
42,40,2719.7808091780976,0.2,-1049.2187334333385
43,2,616.8377477066448,0.30000000000000004,9.452242773578746
44,2,1614.9745820707092,0.0,1963.7834193652563
45,9,512.4039222524947,0.5,-1194.8369714078253
46,5,3025.6928095727226,0.30000000000000004,-1468.725115640331
47,3,4216.288370631531,0.5,1198.0049650695562
48,81,2117.081512753058,0.2,-398.7979797414173
49,14,46.75952003219499,0.2,1903.266026758535
50,25,1187.64094196109,0.0,54.55705760382557
51,32,4286.858385447157,0.0,-1498.2282009851165
52,6,393.0979740587453,0.0,1783.5343767896427
53,17,4024.3417131095935,0.0,1481.537747620109
54,4,1233.4799106138478,0.2,178.6750730719184
55,7,1129.0739839960042,0.5,-757.9029836463158
56,7,1813.6231066697392,0.0,-939.6356430772706
57,11,1348.2314070140126,0.4,1657.4569042675519
58,1,1683.1848984988112,0.2,1801.4947554333519
59,28,2444.8899314694686,0.0,1747.5408677312028
60,34,2909.4813789854215,0.2,1678.1014398346035
61,3,1276.7829442924674,0.5,759.6979982201931
62,11,83.52572624085852,0.4,-925.9706624441153
63,1,2928.9898655423376,0.30000000000000004,-27.247189456695878
64,2,899.8505072749272,0.1,-1190.3591888141984
65,32,676.1012427060001,0.0,1094.0589573123823
66,13,991.2669626410581,0.2,770.1334158943857
67,27,2887.5108963938555,0.6000000000000001,149.35964841024338
68,3,2864.768313417131,0.0,-609.6019892012414
69,12,650.2424040751002,0.30000000000000004,-1748.6369852773971
70,17,2788.2852735233946,0.5,1278.9020064621698
71,49,2866.6220821145507,0.6000000000000001,-1144.9894360009348
72,17,1684.8602954784094,0.7000000000000001,-1820.6959207687382
73,47,139.50748946383652,0.0,-1665.8349798434556
74,2,3371.574587000166,0.0,-1485.529280074326
75,76,1385.808313276205,0.4,1652.6347220878708
76,29,2888.9013178924715,0.7000000000000001,-447.0542317882862
77,6,915.219259360623,0.4,-1127.9481807526663
78,18,3721.833706748924,0.0,1523.0495551205352
79,6,1236.974437625962,0.2,-819.396724005745
80,2,3684.3483658333957,0.2,-1829.822433520696
81,1,3242.645258406493,0.0,-390.1958592071394
82,8,4255.583095325241,0.2,-1755.2816778935032
83,19,2455.714448408732,0.8,1306.2877023634526
84,5,1677.8721948895395,0.0,-411.3992059455775
85,11,3483.133082436496,0.7000000000000001,-373.38416572829533
86,2,2438.143689211658,0.2,695.0955356324705
87,9,4186.715871665389,0.0,1084.9416713598368
88,30,3432.6692404239875,0.5,1343.0618379646796
89,29,3482.630785003209,0.6000000000000001,-33.96897264755762
90,13,742.5222542036939,0.0,-608.5936386246051
91,43,2723.8735716235087,0.0,-617.7156907999579
92,26,1156.715191825854,0.7000000000000001,1263.571655538576
93,7,3236.9090297328244,0.5,459.0067090932514
94,25,4167.751571882298,0.2,316.9184138491571
95,8,1944.1705938678083,0.6000000000000001,1644.2203711073278
96,3,4062.6293670503796,0.4,455.66465515107643
97,13,1180.591557273433,0.0,689.188597723303
98,54,1199.4473372008729,0.5,-1610.193433759736
99,14,494.1237369749417,0.1,1576.7236112101225
100,8,1992.0043847686206,0.7000000000000001,1983.7542410930412
101,1,2168.9212743352455,0.0,1200.0939770528855
102,4,1657.900407729663,0.4,-1246.3444734154782
103,49,366.2602827298311,0.2,-207.02258280883575
104,6,2551.0847389546598,0.1,785.7480222996767
105,22,1386.3622558791492,0.0,754.4759950673126
106,14,1151.989105828409,0.30000000000000004,-295.2718967762978
107,10,3919.266268829838,0.4,317.18572093651005
108,15,2535.3816962224046,0.7000000000000001,-1463.9452199454813
109,25,2208.4126435042704,0.0,1764.1005967130338
110,13,4052.1431053543433,0.6000000000000001,-1227.1363324751335
111,13,1603.4303391360336,0.30000000000000004,1114.40143280696
112,4,3759.575732814757,0.2,-96.55980121588937
113,69,1336.5494438467135,0.0,626.4467138587386
114,5,1214.0760148643376,0.6000000000000001,1846.131393694606
115,29,161.97503761116496,0.30000000000000004,-1240.2495024893615
116,11,2923.825353284845,0.4,-69.03746860066167
117,5,658.5583080043249,0.4,1685.3171383107072
118,6,2042.0266961305283,0.5,-1227.8680294384421
119,27,866.8539653721036,0.1,-1644.0977025941856
120,10,2460.124054346687,0.7000000000000001,1568.383109704975
121,16,2304.111324397612,0.2,-1361.0585797501749
122,44,177.37123358585066,0.1,-296.65466140174567
123,7,3091.3859642085076,0.30000000000000004,-1287.1276675735162
124,7,60.2696514609928,0.7000000000000001,-205.76512339110855
125,3,2189.22409406533,0.4,-137.97511714663437
126,18,1639.756063158235,0.0,-1500.7698282431375
127,32,3215.8580437183127,0.4,1551.3166553103385
128,33,3738.5800477048224,0.7000000000000001,13.234652553792785
129,29,2256.2439661408052,0.2,-317.92618440371984
130,3,46.35814020217282,0.2,129.7533777358633
131,40,3487.6673128985494,0.1,1929.7546725065524
132,20,3595.840217861102,0.0,52.07420730161812
133,21,2604.573500382022,0.0,-1025.5825160910858
134,16,3968.9934227023355,0.4,1307.2267117594472
135,18,3761.1247042963437,0.30000000000000004,1412.023331040294
136,19,2567.5304230202187,0.7000000000000001,853.0538918646714
137,9,1356.458184352879,0.2,325.0349256041825
138,67,3911.45980042679,0.2,-1850.3616796295523
139,10,1636.2607360751147,0.30000000000000004,-1026.2585205527876
140,15,181.20770912913548,0.0,1861.3644126673482
141,14,4115.490870190836,0.4,596.0544971395827
142,28,4138.877093172769,0.7000000000000001,-1630.1262710243666
143,32,1197.2673370863386,0.7000000000000001,-201.83676940193982
144,24,2501.6079851547684,0.5,1406.0839791903638
145,14,899.7203295303824,0.0,-1289.9712580878745
146,16,1275.3457683180695,0.0,1698.0804797293492
147,11,459.1738315515862,0.2,-54.979196847430785
148,2,4291.756527645988,0.2,-1437.5200804478832
149,26,3339.6429953384195,0.0,62.54134792472291
150,7,3805.3404012057895,0.0,1583.1524864044443
151,32,1026.132334501392,0.4,1328.4081296600973
152,17,3229.967222240558,0.30000000000000004,135.17288271455482
153,5,4033.723409991458,0.6000000000000001,207.59246934964062
154,2,2618.3608795482855,0.2,878.4194015790888
155,6,3747.9605840244367,0.4,784.7952835884792
156,27,3135.335776994747,0.5,-372.047146508992
157,10,3320.4998996950653,0.30000000000000004,1555.0353123725843
158,12,3771.5086247251475,0.5,1180.1255072308234
159,44,1841.7471134972557,0.2,-1355.0580269973768
160,35,617.7261268724029,0.1,-456.0412525513225
161,4,171.69523296993276,0.4,-1766.8544772442535
162,53,1935.0225857514395,0.30000000000000004,-626.9802613329937
163,28,2055.528464918662,0.7000000000000001,345.00895273888614
164,41,3854.61478823977,0.2,-1476.1487091749457
165,8,2433.459949617079,0.6000000000000001,-968.4939374323649
166,12,770.832970535057,0.8,-1424.7215846719712
167,2,955.1968560982446,0.5,1079.498253286725
168,10,3571.880768784075,0.7000000000000001,944.4094821798747
169,72,2711.192067650734,0.0,-767.2505891337346
170,27,3393.823700060535,0.6000000000000001,19.078518373118186
171,15,473.18028952953085,0.6000000000000001,685.1524618667106
172,5,4293.222354507444,0.8,1891.7409465594571
